"tool_id","tool_slug","tool_title_ar","skill_slug","link_type","sort_order"
"e50b3a4f-cf40-421f-8614-fd1a03cb9c7f","remove-line-breaks","إزالة فواصل الأسطر","skill-engine-text","engine","20"
"6fd27130-82fb-4c2c-aab4-d7ac230fecc5","hashtag-generator","مولد الهاشتاقات","skill-text-tools-generation","family","10"
"6fd27130-82fb-4c2c-aab4-d7ac230fecc5","hashtag-generator","مولد الهاشتاقات","skill-engine-text","engine","20"
"14dab5df-6de6-40f1-a637-b788856655f0","punctuation-remover","حذف علامات الترقيم والرموز","skill-text-tools-removal","family","10"
"14dab5df-6de6-40f1-a637-b788856655f0","punctuation-remover","حذف علامات الترقيم والرموز","skill-engine-text","engine","20"
"23395eac-bc35-4917-8336-160c8a6859b2","whitespace-cleaner","تنظيف المسافات الزائدة","skill-text-tools-cleaning","family","10"
"23395eac-bc35-4917-8336-160c8a6859b2","whitespace-cleaner","تنظيف المسافات الزائدة","skill-engine-text","engine","20"
"026685e0-6d13-4736-b66c-0d862eceb8c7","whatsapp-message-writer","كاتب رسائل واتساب","skill-ai-writing-tools-writing","family","10"
"026685e0-6d13-4736-b66c-0d862eceb8c7","whatsapp-message-writer","كاتب رسائل واتساب","skill-engine-ai","engine","20"
"544e0be2-869e-4b47-9d84-eabc3b5f3d83","video-script-generator","مولد سكريبت الفيديو","skill-ai-writing-tools-generation","family","10"
"544e0be2-869e-4b47-9d84-eabc3b5f3d83","video-script-generator","مولد سكريبت الفيديو","skill-engine-ai","engine","20"
"188def61-24cc-4321-a3e3-de869b62473f","social-post-generator","مولد منشورات السوشيال ميديا","skill-social-media-tools-generation","family","10"
"188def61-24cc-4321-a3e3-de869b62473f","social-post-generator","مولد منشورات السوشيال ميديا","skill-engine-ai","engine","20"
"25770c72-f02b-45d4-af02-c6642fad983e","product-description-generator","مولد وصف المنتجات","skill-ai-writing-tools-generation","family","10"
"25770c72-f02b-45d4-af02-c6642fad983e","product-description-generator","مولد وصف المنتجات","skill-engine-ai","engine","20"
"b996877a-cad2-46bf-873b-02551517c0cb","text-summarizer","ملخص النصوص","skill-ai-writing-tools-summarization","family","10"
"b996877a-cad2-46bf-873b-02551517c0cb","text-summarizer","ملخص النصوص","skill-engine-ai","engine","20"
"74601ad6-8cc8-4253-99e4-4b1b3451367f","content-rewriter","إعادة صياغة المحتوى","skill-ai-writing-tools-writing","family","10"
"74601ad6-8cc8-4253-99e4-4b1b3451367f","content-rewriter","إعادة صياغة المحتوى","skill-engine-ai","engine","20"
"152fb4c9-333d-4e0f-a58f-6e6803dd0cab","content-writing-assistant","مساعد كتابة المحتوى","skill-ai-writing-tools-ai-assistance","family","10"
"152fb4c9-333d-4e0f-a58f-6e6803dd0cab","content-writing-assistant","مساعد كتابة المحتوى","skill-engine-ai","engine","20"
"33a58c1f-441e-47c9-96cf-40032310d2de","ad-copy-generator","مولد النصوص الإعلانية","skill-ai-writing-tools-generation","family","10"
"33a58c1f-441e-47c9-96cf-40032310d2de","ad-copy-generator","مولد النصوص الإعلانية","skill-engine-ai","engine","20"
"be888804-c13e-4637-b472-9c0ddc620e84","proposal-writer","كاتب عروض الخدمات","skill-productivity-tools-writing","family","10"
"be888804-c13e-4637-b472-9c0ddc620e84","proposal-writer","كاتب عروض الخدمات","skill-engine-ai","engine","20"
"8d31f1c6-8ec5-473e-8a8d-c430e6da4280","meeting-summary-generator","ملخص الاجتماعات","skill-productivity-tools-generation","family","10"
"8d31f1c6-8ec5-473e-8a8d-c430e6da4280","meeting-summary-generator","ملخص الاجتماعات","skill-engine-ai","engine","20"
"60424a4a-bd7c-4c99-b88f-8253aafe48d6","keyword-cluster-generator","مولد عناقيد الكلمات المفتاحية","skill-seo-tools-generation","family","10"
"60424a4a-bd7c-4c99-b88f-8253aafe48d6","keyword-cluster-generator","مولد عناقيد الكلمات المفتاحية","skill-engine-ai","engine","20"
"37f7e4f7-8a23-4b6a-82a4-82155c31ed1a","blog-outline-generator","مولد مخطط المقال","skill-seo-tools-generation","family","10"
"37f7e4f7-8a23-4b6a-82a4-82155c31ed1a","blog-outline-generator","مولد مخطط المقال","skill-engine-ai","engine","20"
"348e5c3c-80f5-41c5-bb38-f55a70cc5690","seo-title-description-generator","مولد عنوان ووصف SEO","skill-seo-tools-generation","family","10"
"348e5c3c-80f5-41c5-bb38-f55a70cc5690","seo-title-description-generator","مولد عنوان ووصف SEO","skill-engine-ai","engine","20"
"006abb67-69d9-4085-befa-37032e344c0d","youtube-description-generator","مولد وصف YouTube","skill-social-media-tools-generation","family","10"
"006abb67-69d9-4085-befa-37032e344c0d","youtube-description-generator","مولد وصف YouTube","skill-engine-ai","engine","20"
"1a4aed76-7839-419f-a710-b20c9c00a4ff","call-to-action-generator","مولد عبارات CTA","skill-seo-tools-generation","family","10"
"1a4aed76-7839-419f-a710-b20c9c00a4ff","call-to-action-generator","مولد عبارات CTA","skill-engine-ai","engine","20"
"baa6c8f0-6ef9-48df-9ad8-12ff3fca484e","youtube-title-generator","مولد عناوين YouTube","skill-social-media-tools-generation","family","10"
"baa6c8f0-6ef9-48df-9ad8-12ff3fca484e","youtube-title-generator","مولد عناوين YouTube","skill-engine-ai","engine","20"
"c251998a-1e8d-48ac-9a98-16898f48b709","customer-service-reply-generator","مولد ردود خدمة العملاء","skill-productivity-tools-generation","family","10"
"c251998a-1e8d-48ac-9a98-16898f48b709","customer-service-reply-generator","مولد ردود خدمة العملاء","skill-engine-ai","engine","20"
"9d8e203c-2d3d-4f80-8bb9-b3748edc53fb","x-post-generator","مولد منشورات X","skill-social-media-tools-generation","family","10"
"9d8e203c-2d3d-4f80-8bb9-b3748edc53fb","x-post-generator","مولد منشورات X","skill-engine-ai","engine","20"
"d40f6033-4da3-48b2-892a-f923ac845028","linkedin-post-generator","مولد منشورات LinkedIn","skill-social-media-tools-generation","family","10"
"d40f6033-4da3-48b2-892a-f923ac845028","linkedin-post-generator","مولد منشورات LinkedIn","skill-engine-ai","engine","20"
"8f53b565-7927-422f-9596-0683813831a2","tiktok-caption-generator","مولد كابشن TikTok","skill-social-media-tools-generation","family","10"
"8f53b565-7927-422f-9596-0683813831a2","tiktok-caption-generator","مولد كابشن TikTok","skill-engine-ai","engine","20"
"134a632f-aff6-4b90-9373-58155aead447","landing-page-copy-generator","كاتب صفحات الهبوط","skill-ai-writing-tools-generation","family","10"
"134a632f-aff6-4b90-9373-58155aead447","landing-page-copy-generator","كاتب صفحات الهبوط","skill-engine-ai","engine","20"
"05a7c9cd-9bad-4846-b66a-55ec59907df2","content-ideas-generator","مولد أفكار المحتوى","skill-ai-writing-tools-generation","family","10"
"05a7c9cd-9bad-4846-b66a-55ec59907df2","content-ideas-generator","مولد أفكار المحتوى","skill-engine-ai","engine","20"
"699a3814-b2bf-4317-ba5a-ec992e13db09","faq-generator","مولد الأسئلة الشائعة","skill-ai-writing-tools-generation","family","10"
"699a3814-b2bf-4317-ba5a-ec992e13db09","faq-generator","مولد الأسئلة الشائعة","skill-engine-ai","engine","20"
"5d895ade-b002-40e3-975a-9c8297324c93","instagram-caption-generator","مولد كابشن Instagram","skill-social-media-tools-generation","family","10"
"5d895ade-b002-40e3-975a-9c8297324c93","instagram-caption-generator","مولد كابشن Instagram","skill-engine-ai","engine","20"
"610f4f10-1b58-487e-89ee-74c48f37e25a","email-writer","كاتب البريد الإلكتروني","skill-ai-writing-tools-writing","family","10"
"610f4f10-1b58-487e-89ee-74c48f37e25a","email-writer","كاتب البريد الإلكتروني","skill-engine-ai","engine","20"
"b0f4c0de-4906-456e-a0ea-c4e149dba050","slogan-generator","مولد الشعارات النصية","skill-ai-writing-tools-generation","family","10"
"b0f4c0de-4906-456e-a0ea-c4e149dba050","slogan-generator","مولد الشعارات النصية","skill-engine-ai","engine","20"
"5b21ae63-ba06-4b8f-afa2-afa2bb531141","business-name-generator","مولد أسماء المشاريع","skill-ai-writing-tools-generation","family","10"
"5b21ae63-ba06-4b8f-afa2-afa2bb531141","business-name-generator","مولد أسماء المشاريع","skill-engine-ai","engine","20"
"a7319645-ab41-4258-a1ec-993aeb7324d4","headline-generator","مولد العناوين","skill-ai-writing-tools-generation","family","10"
"a7319645-ab41-4258-a1ec-993aeb7324d4","headline-generator","مولد العناوين","skill-engine-ai","engine","20"
"6c65ab0f-4eec-42db-a972-3133f91f7ddf","proofreading-assistant","مدقق لغوي ذكي","skill-ai-writing-tools-ai-assistance","family","10"
"6c65ab0f-4eec-42db-a972-3133f91f7ddf","proofreading-assistant","مدقق لغوي ذكي","skill-engine-ai","engine","20"
"a68b58f1-3778-45ae-a201-4ec86c968da6","square-root-calculator","حاسبة الجذر التربيعي","skill-general-tools-calculation","family","10"
"a68b58f1-3778-45ae-a201-4ec86c968da6","square-root-calculator","حاسبة الجذر التربيعي","skill-engine-formula","engine","20"
"cf823022-6a0c-4820-ac49-f0ed78f54c38","ratio-calculator","حاسبة النسبة بين قيمتين","skill-general-tools-calculation","family","10"
"cf823022-6a0c-4820-ac49-f0ed78f54c38","ratio-calculator","حاسبة النسبة بين قيمتين","skill-engine-formula","engine","20"
"c291cde0-dc4e-44aa-8759-dda3e470b3bb","sample-size-calculator","حاسبة حجم العينة","skill-general-tools-calculation","family","10"
"c291cde0-dc4e-44aa-8759-dda3e470b3bb","sample-size-calculator","حاسبة حجم العينة","skill-engine-formula","engine","20"
"c1fadd50-be31-44ea-baf4-08d4a40d1ba8","gpa-4-to-5-converter","محول المعدل من 4 إلى 5","skill-education-tools-conversion","family","10"
"c1fadd50-be31-44ea-baf4-08d4a40d1ba8","gpa-4-to-5-converter","محول المعدل من 4 إلى 5","skill-engine-formula","engine","20"
"aefe9e75-f57d-42cb-ab9a-211b3a5feb5c","cbm-calculator","حاسبة الحجم CBM","skill-converter-tools-calculation","family","10"
"aefe9e75-f57d-42cb-ab9a-211b3a5feb5c","cbm-calculator","حاسبة الحجم CBM","skill-engine-formula","engine","20"
"ee8587c4-3de2-48c7-bca6-ca61f0c8c529","centimeter-to-meter-converter","محول السنتيمتر إلى متر","skill-converter-tools-conversion","family","10"
"ee8587c4-3de2-48c7-bca6-ca61f0c8c529","centimeter-to-meter-converter","محول السنتيمتر إلى متر","skill-engine-formula","engine","20"
"ca7821da-b916-476b-8d66-5a799bf8d688","meter-to-kilometer-converter","محول المتر إلى كيلومتر","skill-converter-tools-conversion","family","10"
"ca7821da-b916-476b-8d66-5a799bf8d688","meter-to-kilometer-converter","محول المتر إلى كيلومتر","skill-engine-formula","engine","20"
"383546d9-7412-43ab-95fb-83a0ba4dfd95","kilogram-to-pound-converter","محول الكيلوجرام إلى رطل","skill-converter-tools-conversion","family","10"
"383546d9-7412-43ab-95fb-83a0ba4dfd95","kilogram-to-pound-converter","محول الكيلوجرام إلى رطل","skill-engine-formula","engine","20"
"70cd947f-1cef-432d-a507-643801800d0a","price-with-vat-calculator","حاسبة السعر شامل الضريبة","skill-finance-tools-calculation","family","10"
"70cd947f-1cef-432d-a507-643801800d0a","price-with-vat-calculator","حاسبة السعر شامل الضريبة","skill-engine-formula","engine","20"
"3c4f5fc3-feb3-45ee-b46c-a2188889a66b","pound-to-kilogram-converter","محول الرطل إلى كيلوجرام","skill-converter-tools-conversion","family","10"
"3c4f5fc3-feb3-45ee-b46c-a2188889a66b","pound-to-kilogram-converter","محول الرطل إلى كيلوجرام","skill-engine-formula","engine","20"
"d897637d-35ea-4777-b4a2-ada6b204619b","celsius-to-fahrenheit-converter","محول مئوي إلى فهرنهايت","skill-converter-tools-conversion","family","10"
"d897637d-35ea-4777-b4a2-ada6b204619b","celsius-to-fahrenheit-converter","محول مئوي إلى فهرنهايت","skill-engine-formula","engine","20"
"a975a2f3-2892-43b4-b490-484c12958fef","percentage-of-amount-calculator","حاسبة نسبة من مبلغ","skill-finance-tools-calculation","family","10"
"a975a2f3-2892-43b4-b490-484c12958fef","percentage-of-amount-calculator","حاسبة نسبة من مبلغ","skill-engine-formula","engine","20"
"5976604f-aa94-4d13-bfee-cd8fc3be7175","gpa-4-to-percentage-calculator","محول المعدل من 4 إلى نسبة","skill-education-tools-calculation","family","10"
"5976604f-aa94-4d13-bfee-cd8fc3be7175","gpa-4-to-percentage-calculator","محول المعدل من 4 إلى نسبة","skill-engine-formula","engine","20"
"b1d91949-0ff0-428d-b1be-d67dcd01b99f","percentage-change-calculator","حاسبة نسبة التغير","skill-finance-tools-calculation","family","10"
"b1d91949-0ff0-428d-b1be-d67dcd01b99f","percentage-change-calculator","حاسبة نسبة التغير","skill-engine-formula","engine","20"
"ee0e3060-f45c-4649-8196-8303ce624b0e","gpa-5-to-percentage-calculator","محول المعدل من 5 إلى نسبة","skill-education-tools-calculation","family","10"
"ee0e3060-f45c-4649-8196-8303ce624b0e","gpa-5-to-percentage-calculator","محول المعدل من 5 إلى نسبة","skill-engine-formula","engine","20"
"0fc5f52f-e434-45b9-825d-8b67068b5b02","reverse-percentage-calculator","حاسبة النسبة العكسية","skill-finance-tools-calculation","family","10"
"0fc5f52f-e434-45b9-825d-8b67068b5b02","reverse-percentage-calculator","حاسبة النسبة العكسية","skill-engine-formula","engine","20"
"70088491-c3d6-4ee7-981e-3487a5e23007","fahrenheit-to-celsius-converter","محول فهرنهايت إلى مئوي","skill-converter-tools-conversion","family","10"
"70088491-c3d6-4ee7-981e-3487a5e23007","fahrenheit-to-celsius-converter","محول فهرنهايت إلى مئوي","skill-engine-formula","engine","20"
"303f2425-5c3b-43bc-aff8-4e7ee5dfb730","rectangle-area-calculator","حاسبة مساحة المستطيل","skill-converter-tools-calculation","family","10"
"303f2425-5c3b-43bc-aff8-4e7ee5dfb730","rectangle-area-calculator","حاسبة مساحة المستطيل","skill-engine-formula","engine","20"
"f2fff8f7-a0af-47e0-98b1-91763f438588","land-share-area-calculator","حاسبة مساحة حصة الأرض","skill-converter-tools-calculation","family","10"
"f2fff8f7-a0af-47e0-98b1-91763f438588","land-share-area-calculator","حاسبة مساحة حصة الأرض","skill-engine-formula","engine","20"
"80652743-8a8a-4b26-ad6b-3a8495083e0a","box-volume-liter-calculator","حاسبة حجم الصندوق باللتر","skill-converter-tools-calculation","family","10"
"80652743-8a8a-4b26-ad6b-3a8495083e0a","box-volume-liter-calculator","حاسبة حجم الصندوق باللتر","skill-engine-formula","engine","20"
"5baac051-f50b-4dc4-8093-19f3c40e284e","bmi-calculator","حاسبة مؤشر كتلة الجسم","skill-health-tools-calculation","family","10"
"5baac051-f50b-4dc4-8093-19f3c40e284e","bmi-calculator","حاسبة مؤشر كتلة الجسم","skill-engine-formula","engine","20"
"af9a0497-e041-4569-97af-9621472efbad","daily-water-intake-calculator","حاسبة شرب الماء اليومي","skill-health-tools-calculation","family","10"
"af9a0497-e041-4569-97af-9621472efbad","daily-water-intake-calculator","حاسبة شرب الماء اليومي","skill-engine-formula","engine","20"
"c1fbb0cf-9b54-408b-90a5-6c9461ef7c75","bmr-male-calculator","حاسبة معدل الأيض الأساسي للرجال","skill-health-tools-calculation","family","10"
"c1fbb0cf-9b54-408b-90a5-6c9461ef7c75","bmr-male-calculator","حاسبة معدل الأيض الأساسي للرجال","skill-engine-formula","engine","20"
"50e6d184-61c7-4dc3-a7ca-8dcd16db165d","installment-calculator","حاسبة الأقساط","skill-finance-tools-calculation","family","10"
"50e6d184-61c7-4dc3-a7ca-8dcd16db165d","installment-calculator","حاسبة الأقساط","skill-engine-formula","engine","20"
"e23a8576-f12c-4698-803c-a736dbcfb51e","loan-payment-calculator","حاسبة دفعة القرض","skill-finance-tools-calculation","family","10"
