"id","slug","title_ar","title_en","short_description","category_id","engine_type","is_active","model_alias","provider_strategy","requires_auth","created_at","updated_at","category_label","media_candidate","media_reasons"
"0f15704e-ebe9-426a-8a77-015bb1f52b34","compound-interest-calculator","حاسبة الفائدة المركبة","Compound Interest Calculator","احسب الأرباح المتراكمة بفائدة مركبة.","d17d9f2e-69f7-4509-be0d-18a6f5409a37","formula","true",,"primary_with_fallback","false","2026-08-01T23:37:11.769173+00:00","2026-08-01T23:37:19.917917+00:00","finance-tools أدوات المال Finance Tools","false",""
"be5d1ed8-56f0-4114-84a6-ee07fe0e153a","simple-interest-calculator","حاسبة الفائدة البسيطة","Simple Interest Calculator","احسب قيمة الفائدة البسيطة.","d17d9f2e-69f7-4509-be0d-18a6f5409a37","formula","true",,"primary_with_fallback","false","2026-08-01T23:37:11.769173+00:00","2026-08-01T23:37:19.917917+00:00","finance-tools أدوات المال Finance Tools","false",""
"b0167501-912e-4f9b-96d9-34532eae13bf","unit-price-calculator","حاسبة سعر الوحدة","Unit Price Calculator","احسب تكلفة أو سعر الوحدة الواحدة.","d17d9f2e-69f7-4509-be0d-18a6f5409a37","formula","true",,"primary_with_fallback","false","2026-08-01T23:37:11.769173+00:00","2026-08-01T23:37:19.917917+00:00","finance-tools أدوات المال Finance Tools","false",""
"d48b39fd-6eab-4398-923b-473451e9e8ba","aov-calculator","حاسبة متوسط قيمة الطلب","AOV Calculator","احسب متوسط قيمة الطلب.","d67864df-db22-47f6-9e81-939b6258a695","formula","true",,"primary_with_fallback","false","2026-08-01T23:37:11.769173+00:00","2026-08-01T23:37:19.917917+00:00","marketing-tools أدوات التسويق Marketing Tools","false",""
"454866d0-1aaa-4f62-8aad-3ae1d6dcb02c","commission-calculator","حاسبة العمولة","Commission Calculator","احسب قيمة العمولة من المبيعات ونسبة العمولة.","d17d9f2e-69f7-4509-be0d-18a6f5409a37","formula","true",,"primary_with_fallback","false","2026-08-01T23:37:11.769173+00:00","2026-08-01T23:37:19.917917+00:00","finance-tools أدوات المال Finance Tools","false",""
"9f7a206f-ab52-4ef3-805f-b989bf4ac800","roi-calculator","حاسبة العائد على الاستثمار","ROI Calculator","احسب نسبة العائد على الاستثمار.","d17d9f2e-69f7-4509-be0d-18a6f5409a37","formula","true",,"primary_with_fallback","false","2026-08-01T23:37:11.769173+00:00","2026-08-01T23:37:19.917917+00:00","finance-tools أدوات المال Finance Tools","false",""
"21030036-5d49-4e16-95cc-5d28165fbc54","weighted-score-calculator","حاسبة الدرجة الموزونة","Weighted Score Calculator","احسب مساهمة درجة وفق وزنها النسبي.","17ad1001-9023-4ad8-b246-ae26aa22da0e","formula","true",,"primary_with_fallback","false","2026-08-01T23:37:11.769173+00:00","2026-08-01T23:37:19.917917+00:00","general-tools أدوات عامة General Tools","false",""
"74b34bbf-bbdf-463d-8d00-696766fd4766","pre-tax-price-calculator","حاسبة السعر قبل الضريبة","Pre-tax Price Calculator","استخرج السعر قبل الضريبة من السعر شامل الضريبة.","d17d9f2e-69f7-4509-be0d-18a6f5409a37","formula","true",,"primary_with_fallback","false","2026-08-01T23:37:11.769173+00:00","2026-08-01T23:37:19.917917+00:00","finance-tools أدوات المال Finance Tools","false",""
"f3e86665-b806-40a9-961a-8e7ac1419d37","markup-calculator","حاسبة نسبة الزيادة على التكلفة","Markup Calculator","احسب نسبة الزيادة فوق تكلفة المنتج.","d17d9f2e-69f7-4509-be0d-18a6f5409a37","formula","true",,"primary_with_fallback","false","2026-08-01T23:37:11.769173+00:00","2026-08-01T23:37:19.917917+00:00","finance-tools أدوات المال Finance Tools","false",""
"bd86531a-b40c-4800-9e86-c37feff83059","vat-calculator","حاسبة ضريبة القيمة المضافة","VAT Calculator","احسب قيمة ضريبة القيمة المضافة من السعر والنسبة.","d17d9f2e-69f7-4509-be0d-18a6f5409a37","formula","true",,"primary_with_fallback","false","2026-08-01T23:37:11.769173+00:00","2026-08-01T23:37:19.917917+00:00","finance-tools أدوات المال Finance Tools","false",""
"4254c4db-9526-4c7d-913a-38aa1ce6fb64","average-calculator","حاسبة المتوسط","Average Calculator","احسب المتوسط من المجموع وعدد القيم.","17ad1001-9023-4ad8-b246-ae26aa22da0e","formula","true",,"primary_with_fallback","false","2026-08-01T23:37:11.769173+00:00","2026-08-01T23:37:19.917917+00:00","general-tools أدوات عامة General Tools","false",""
"6b3b9b93-4a44-4c15-914d-932bfcfec929","line-sorter","ترتيب الأسطر أبجديًا","Line Sorter","رتب قائمة الأسطر تصاعديًا أو تنازليًا.","e050ff4c-d72c-4a1e-920f-7aa0fffba4eb","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","text-tools أدوات النصوص Text Tools","false",""
"b320acb2-abef-4c22-b4f0-16490333a347","reverse-text","عكس النص والكلمات","Reverse Text","اعكس ترتيب الأحرف أو الكلمات أو الأسطر.","e050ff4c-d72c-4a1e-920f-7aa0fffba4eb","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","text-tools أدوات النصوص Text Tools","false",""
"af4143c7-d820-4e62-8ece-69cc2563e8fc","text-case-converter","تحويل حالة الأحرف","Text Case Converter","حوّل النص الإنجليزي إلى أحرف كبيرة أو صغيرة أو عناوين.","e050ff4c-d72c-4a1e-920f-7aa0fffba4eb","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","text-tools أدوات النصوص Text Tools","false",""
"b971db8c-f5bb-464b-88b9-153019e6db9e","normalize-arabic-text","تنظيف وتوحيد النص العربي","Arabic Text Normalizer","وحّد أشكال الهمزات والياء واحذف التشكيل والتطويل.","e050ff4c-d72c-4a1e-920f-7aa0fffba4eb","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","text-tools أدوات النصوص Text Tools","false",""
"addb4715-84ac-4925-a831-424adc2a44d3","remove-diacritics","إزالة التشكيل من النص","Remove Arabic Diacritics","احذف الحركات والتشكيل مع الحفاظ على الحروف.","e050ff4c-d72c-4a1e-920f-7aa0fffba4eb","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","text-tools أدوات النصوص Text Tools","false",""
"4697de8c-7b84-4923-8f44-28364c9b18c4","fancy-separator-generator","مولد الفواصل والرموز","Fancy Separator Generator","كرر رمزًا أو فاصلة بعدد تختاره لصناعة فاصل مزخرف.","10766403-341c-4930-b5e1-f76ad4816100","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","decoration-tools أدوات الزخرفة والرموز Decoration & Symbols","false",""
"4d198c72-c2dc-4ae8-a6db-b23762c1dbe9","quote-wrapper","إطارات واقتباسات مزخرفة","Fancy Quote Wrapper","ضع النص داخل إطار أو اقتباس مزخرف جاهز.","10766403-341c-4930-b5e1-f76ad4816100","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","decoration-tools أدوات الزخرفة والرموز Decoration & Symbols","false",""
"9d6c3eee-db16-4b68-b242-e699fc5ff574","line-prefix-adder","إضافة رمز لكل سطر","Line Prefix Adder","أضف نقطة أو رقمًا أو رمزًا في بداية كل سطر.","e050ff4c-d72c-4a1e-920f-7aa0fffba4eb","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","text-tools أدوات النصوص Text Tools","false",""
"08c78913-87fe-467a-8195-113889b2069b","find-replace-text","بحث واستبدال النص","Find & Replace Text","استبدل كلمة أو عبارة في كامل النص دفعة واحدة.","e050ff4c-d72c-4a1e-920f-7aa0fffba4eb","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","text-tools أدوات النصوص Text Tools","false",""
"6cbc4a4f-1ca1-4347-9ace-4dc100f4d8ab","emoji-text-decoration","زخرفة النص بالإيموجي","Emoji Text Decorator","أضف رموزًا وإيموجي متناسقة حول النص.","10766403-341c-4930-b5e1-f76ad4816100","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","decoration-tools أدوات الزخرفة والرموز Decoration & Symbols","false",""
"8ce62f87-b6d0-4fd1-a970-70253ec7c8a8","text-decoration","زخرفة النصوص والأسماء","Text & Name Decorator","زخرف النصوص والأسماء بأنماط جاهزة قابلة للنسخ.","10766403-341c-4930-b5e1-f76ad4816100","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","decoration-tools أدوات الزخرفة والرموز Decoration & Symbols","false",""
"0b607b9f-1c36-4070-95b0-d028d2dc1294","arabic-text-decoration","زخرفة الأسماء العربية","Arabic Name Decorator","زخرفة أسماء ونصوص عربية بدون تغيير الحروف.","10766403-341c-4930-b5e1-f76ad4816100","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","decoration-tools أدوات الزخرفة والرموز Decoration & Symbols","false",""
"9cf7aa49-3eb3-4d1d-8695-4350cbe430e9","english-name-decoration","زخرفة الأسماء الإنجليزية","English Name Decorator","حوّل الاسم الإنجليزي إلى أشكال Unicode مزخرفة.","10766403-341c-4930-b5e1-f76ad4816100","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","decoration-tools أدوات الزخرفة والرموز Decoration & Symbols","false",""
"e85207a7-d468-487c-9462-0b9224df5bb0","username-decoration","زخرفة اسم المستخدم","Username Decorator","جهز اسم مستخدم مزخرفًا للحسابات والألعاب.","10766403-341c-4930-b5e1-f76ad4816100","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","decoration-tools أدوات الزخرفة والرموز Decoration & Symbols","false",""
"91a83513-9304-4d59-a113-6b35890e4d4c","slug-generator","مولد الرابط المختصر Slug","Slug Generator","حوّل العنوان إلى رابط قصير نظيف مناسب للويب.","e050ff4c-d72c-4a1e-920f-7aa0fffba4eb","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","text-tools أدوات النصوص Text Tools","false",""
"7fbbe408-d4b7-4192-8e8a-ec2376033906","prefix-suffix-adder","إضافة بادئة ولاحقة","Prefix & Suffix Adder","أضف نصًا قبل وبعد المحتوى في خطوة واحدة.","e050ff4c-d72c-4a1e-920f-7aa0fffba4eb","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","text-tools أدوات النصوص Text Tools","false",""
"7a8c0cf3-8454-4339-979a-bb1fc86582f3","text-repeater","مكرر النصوص","Text Repeater","كرر النص بعدد محدد مع اختيار الفاصل.","e050ff4c-d72c-4a1e-920f-7aa0fffba4eb","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","text-tools أدوات النصوص Text Tools","false",""
"50c737ef-00ee-423f-aee3-fb14b8f20321","duplicate-line-remover","حذف الأسطر المكررة","Duplicate Line Remover","احذف الأسطر المكررة مع الحفاظ على أول ظهور.","e050ff4c-d72c-4a1e-920f-7aa0fffba4eb","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","text-tools أدوات النصوص Text Tools","false",""
"72ff541a-777e-488d-877f-ac5b96e9c0e2","text-counter","عداد الكلمات والأحرف","Word & Character Counter","احسب الكلمات والأحرف والأسطر والأحرف بدون مسافات.","e050ff4c-d72c-4a1e-920f-7aa0fffba4eb","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","text-tools أدوات النصوص Text Tools","false",""
"e50b3a4f-cf40-421f-8614-fd1a03cb9c7f","remove-line-breaks","إزالة فواصل الأسطر","Remove Line Breaks","حوّل النص متعدد الأسطر إلى فقرة واحدة نظيفة.","e050ff4c-d72c-4a1e-920f-7aa0fffba4eb","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","text-tools أدوات النصوص Text Tools","false",""
"6fd27130-82fb-4c2c-aab4-d7ac230fecc5","hashtag-generator","مولد الهاشتاقات","Hashtag Generator","حوّل الكلمات والعبارات إلى هاشتاقات مرتبة بدون تكرار.","e050ff4c-d72c-4a1e-920f-7aa0fffba4eb","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","text-tools أدوات النصوص Text Tools","false",""
"14dab5df-6de6-40f1-a637-b788856655f0","punctuation-remover","حذف علامات الترقيم والرموز","Punctuation Remover","احذف علامات الترقيم والرموز من النص بسرعة.","e050ff4c-d72c-4a1e-920f-7aa0fffba4eb","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","text-tools أدوات النصوص Text Tools","false",""
"23395eac-bc35-4917-8336-160c8a6859b2","whitespace-cleaner","تنظيف المسافات الزائدة","Whitespace Cleaner","احذف المسافات المتكررة وحوّلها إلى مسافة واحدة.","e050ff4c-d72c-4a1e-920f-7aa0fffba4eb","text_transform","true",,"primary_with_fallback","false","2026-08-01T23:37:15.118941+00:00","2026-08-01T23:37:15.118941+00:00","text-tools أدوات النصوص Text Tools","false",""
"026685e0-6d13-4736-b66c-0d862eceb8c7","whatsapp-message-writer","كاتب رسائل واتساب","WhatsApp Message Writer","صغ رسالة واتساب مختصرة وواضحة حسب الهدف.","98546014-8593-4c07-991f-a98f1e6caffa","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:25.558716+00:00","ai-writing-tools الكتابة بالذكاء الاصطناعي AI Writing Tools","false",""
"544e0be2-869e-4b47-9d84-eabc3b5f3d83","video-script-generator","مولد سكريبت الفيديو","Video Script Generator","اكتب سكريبت فيديو منظمًا حسب المدة والمنصة والأسلوب.","98546014-8593-4c07-991f-a98f1e6caffa","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:27.134332+00:00","ai-writing-tools الكتابة بالذكاء الاصطناعي AI Writing Tools","true","text:video|فيديو"
"188def61-24cc-4321-a3e3-de869b62473f","social-post-generator","مولد منشورات السوشيال ميديا","Social Post Generator","أنشئ منشورًا مناسبًا للمنصة والهدف والجمهور.","9dfdca9c-4d7c-4427-84b9-f5810adb9cfa","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:27.134332+00:00","social-media-tools أدوات السوشيال ميديا Social Media Tools","true","text:media"
"25770c72-f02b-45d4-af02-c6642fad983e","product-description-generator","مولد وصف المنتجات","Product Description Generator","اكتب وصف منتج مقنع يوضح الفوائد والمزايا.","98546014-8593-4c07-991f-a98f1e6caffa","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:27.134332+00:00","ai-writing-tools الكتابة بالذكاء الاصطناعي AI Writing Tools","false",""
"b996877a-cad2-46bf-873b-02551517c0cb","text-summarizer","ملخص النصوص","Text Summarizer","لخص النص إلى أهم النقاط دون فقدان المعنى.","98546014-8593-4c07-991f-a98f1e6caffa","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:27.134332+00:00","ai-writing-tools الكتابة بالذكاء الاصطناعي AI Writing Tools","false",""
"74601ad6-8cc8-4253-99e4-4b1b3451367f","content-rewriter","إعادة صياغة المحتوى","Content Rewriter","أعد صياغة النص مع الحفاظ على المعنى وتحسين الوضوح.","98546014-8593-4c07-991f-a98f1e6caffa","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:27.134332+00:00","ai-writing-tools الكتابة بالذكاء الاصطناعي AI Writing Tools","false",""
"152fb4c9-333d-4e0f-a58f-6e6803dd0cab","content-writing-assistant","مساعد كتابة المحتوى","Content Writing Assistant","أنشئ محتوى متكاملًا حسب النوع والهدف والجمهور والنبرة.","98546014-8593-4c07-991f-a98f1e6caffa","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:27.134332+00:00","ai-writing-tools الكتابة بالذكاء الاصطناعي AI Writing Tools","false",""
"33a58c1f-441e-47c9-96cf-40032310d2de","ad-copy-generator","مولد النصوص الإعلانية","Ad Copy Generator","أنشئ نصوصًا إعلانية متعددة حسب المنصة والعرض والجمهور.","98546014-8593-4c07-991f-a98f1e6caffa","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:25.558716+00:00","ai-writing-tools الكتابة بالذكاء الاصطناعي AI Writing Tools","false",""
"be888804-c13e-4637-b472-9c0ddc620e84","proposal-writer","كاتب عروض الخدمات","Service Proposal Writer","أنشئ مسودة عرض خدمة واضحة ومهنية.","cacb94ba-2bbd-4cea-a7ce-cdb6c9190ca7","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:25.558716+00:00","productivity-tools أدوات الإنتاجية Productivity Tools","false",""
"8d31f1c6-8ec5-473e-8a8d-c430e6da4280","meeting-summary-generator","ملخص الاجتماعات","Meeting Summary Generator","حوّل ملاحظات الاجتماع إلى ملخص وقرارات ومهام.","cacb94ba-2bbd-4cea-a7ce-cdb6c9190ca7","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:25.558716+00:00","productivity-tools أدوات الإنتاجية Productivity Tools","false",""
"60424a4a-bd7c-4c99-b88f-8253aafe48d6","keyword-cluster-generator","مولد عناقيد الكلمات المفتاحية","Keyword Cluster Generator","نظم الكلمات حول موضوع رئيسي حسب نية البحث.","4b15aeb4-83fc-4ccf-88f8-c5cb7b9ee54c","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:25.558716+00:00","seo-tools أدوات تحسين محركات البحث SEO Tools","false",""
"37f7e4f7-8a23-4b6a-82a4-82155c31ed1a","blog-outline-generator","مولد مخطط المقال","Blog Outline Generator","أنشئ هيكل مقال متكامل بالعناوين والنقاط.","4b15aeb4-83fc-4ccf-88f8-c5cb7b9ee54c","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:25.558716+00:00","seo-tools أدوات تحسين محركات البحث SEO Tools","false",""
"348e5c3c-80f5-41c5-bb38-f55a70cc5690","seo-title-description-generator","مولد عنوان ووصف SEO","SEO Title & Meta Description Generator","أنشئ عنوان SEO ووصف ميتا مناسبين للصفحة والكلمة المستهدفة.","4b15aeb4-83fc-4ccf-88f8-c5cb7b9ee54c","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:25.558716+00:00","seo-tools أدوات تحسين محركات البحث SEO Tools","false",""
"006abb67-69d9-4085-befa-37032e344c0d","youtube-description-generator","مولد وصف YouTube","YouTube Description Generator","اكتب وصف فيديو منظمًا مع كلمات مفتاحية وCTA.","9dfdca9c-4d7c-4427-84b9-f5810adb9cfa","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:25.558716+00:00","social-media-tools أدوات السوشيال ميديا Social Media Tools","true","text:media|youtube|فيديو"
"1a4aed76-7839-419f-a710-b20c9c00a4ff","call-to-action-generator","مولد عبارات CTA","Call-to-Action Generator","أنشئ عبارات دعوة لاتخاذ إجراء حسب المنتج والهدف.","4b15aeb4-83fc-4ccf-88f8-c5cb7b9ee54c","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:25.558716+00:00","seo-tools أدوات تحسين محركات البحث SEO Tools","false",""
"baa6c8f0-6ef9-48df-9ad8-12ff3fca484e","youtube-title-generator","مولد عناوين YouTube","YouTube Title Generator","أنشئ عناوين يوتيوب جذابة بدون تضليل.","9dfdca9c-4d7c-4427-84b9-f5810adb9cfa","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:25.558716+00:00","social-media-tools أدوات السوشيال ميديا Social Media Tools","true","text:media|youtube|يوتيوب"
"c251998a-1e8d-48ac-9a98-16898f48b709","customer-service-reply-generator","مولد ردود خدمة العملاء","Customer Service Reply Generator","صغ ردًا مهنيًا وهادئًا على استفسار أو شكوى عميل.","cacb94ba-2bbd-4cea-a7ce-cdb6c9190ca7","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:25.558716+00:00","productivity-tools أدوات الإنتاجية Productivity Tools","false",""
"9d8e203c-2d3d-4f80-8bb9-b3748edc53fb","x-post-generator","مولد منشورات X","X Post Generator","اكتب منشورًا قصيرًا مناسبًا لمنصة X.","9dfdca9c-4d7c-4427-84b9-f5810adb9cfa","ai_text","true","standard","primary_with_fallback","true","2026-08-01T23:37:17.424501+00:00","2026-08-01T23:37:25.558716+00:00","social-media-tools أدوات السوشيال ميديا Social Media Tools","true","text:media"
